Kp_phi,Kd_phi,Ki_phi,Kp_chi,Ki_chi,Kp_theta,Kd_theta,Ki_theta,Kp_h,Kd_h,Ki_h,Kp_V,Ki_V,Y
9.4216843369,0.5655731146,0.1090018004,6.0572114423,0.275175035,-4.144028806,-0.943188638,0.8535707141,2.9851970394,0.5349469894,0.1867233447,0.4815803161,0.6953690738,
6.7653530706,0.3178435687,0.2666173235,8.0436087217,0.4309061812,-3.716943389,-0.558311662,0.8399679936,2.6881376275,0.8020404081,0.7609531906,0.1214882977,0.8639327866,
3.800960192,0.1313262653,0.1337027405,4.7609521904,0.9974794959,-4.650930186,-0.34354871,0.5029005801,3.0656131226,0.2425685137,0.729504901,0.6314462893,0.1626925385,
4.4940988198,0.3104620924,0.8016083217,6.6378275655,0.2710342068,-7.053810762,-0.750670134,0.3634726945,1.5227045409,0.4952590518,0.970940188,0.6051210242,0.1683936787,
8.4414882977,0.5274054811,0.3328785757,6.4577915583,0.4165033007,-8.342068414,-0.864772955,0.149029806,2.2404480896,0.6274454891,0.265145029,0.9716063213,0.3601420284,
6.9109821964,0.7411082216,0.5751830366,7.7930586117,0.7137427485,-9.284456891,-0.712262452,0.4450890178,3.8133626725,0.8078015603,0.8246459292,0.954494899,0.3225145029,
6.7051410282,0.3696939388,0.669869974,5.3070614123,0.5686337267,-8.441488298,-0.843008602,0.0426085217,3.1898379676,0.9790358072,0.6996489298,0.7485937187,0.2309161832,
9.1668333667,0.6053610722,0.9166833367,3.2336467293,0.5684536907,-4.541708342,-0.733706741,0.9351870374,1.6301260252,0.9395079016,0.6005271054,0.9964272855,0.074894979,
5.3762752551,0.825905181,0.5938067614,8.4216843369,0.3795959192,-3.0070014,-0.845889178,0.6947389478,3.9633926785,0.5314262853,0.6082896579,0.3610482096,0.8285857171,
5.9391878376,0.4408081616,0.934914983,8.5327065413,0.8656931386,-4.424084817,-0.315543109,0.0460092018,3.2222444489,0.9548709742,0.1323854771,0.5212562513,0.3278355671,
3.7575515103,0.9170034007,0.0525425085,4.4428885777,0.2834566913,-5.465893179,-0.581036207,0.3346669334,2.8549709942,0.79979996,0.9396909382,0.9285457091,0.5026705341,
7.1280256051,0.2456491298,0.7747509502,8.2791558312,0.7713542709,-5.302060412,-0.231366273,0.0956191238,2.7385477095,0.9219043809,0.9432736547,0.3335947189,0.3780056011,
4.1832366473,0.1689537908,0.0815563113,3.0851170234,0.4292858572,-6.180036007,-0.599439888,0.5123024605,2.4360872174,0.6468093619,0.0071894379,0.3159191838,0.8413182637,
9.25085017,0.4976995399,0.1848689738,8.9647929586,0.4033606721,-6.819963993,-0.351710342,0.724744949,2.7625525105,0.4736547309,0.746025205,0.0955391078,0.9673134627,
6.1730346069,0.6487497499,0.134094819,5.1405281056,0.5315463093,-4.778355671,-0.983836767,0.3334666933,3.5193038608,0.5040608122,0.5463882777,0.4560072014,0.5397279456,
8.2972594519,0.2514102821,0.8864932987,7.2709541908,0.9092618524,-5.622724545,-0.664412883,0.9771954391,1.2706541308,0.6181636327,0.8919213843,0.8597239448,0.5788757752,
6.9557911582,0.8982796559,0.5328385677,2.9680936187,0.1426685337,-3.75195039,-0.445169034,0.3392678536,3.600320064,0.7437887578,0.2229485897,0.5462652531,0.7141828366,
8.7579515903,0.3120824165,0.8962952591,5.1870374075,0.9987397479,-8.350470094,-0.260332066,0.3716743349,1.4830966193,0.7557911582,0.5828125625,0.8860492098,0.400430086,
3.4956991398,0.6163432687,0.9086457291,2.8015603121,0.7612722545,-6.236047209,-0.481336267,0.6529305861,2.7679535907,0.2897779556,0.4956331266,0.2478495699,0.7198839768,
5.2824564913,0.8035807161,0.3942388478,9.2693538708,0.6068013603,-6.875975195,-0.223844769,0.7145429086,1.7429485897,0.3237047409,0.9414822965,0.0910262052,0.9853670734,
8.3966793359,0.1972194439,0.1980036007,4.8674734947,0.926185237,-7.136427285,-0.218723745,0.1896379276,3.7653530706,0.6855371074,0.7414472895,0.2397639528,0.0918083617,
9.9789957992,0.6899779956,0.5589117824,4.2118423685,0.7610922184,-5.00240048,-0.965593119,0.6407281456,2.1984396879,0.626165233,0.4928465693,0.6079415883,0.4144928986,
5.4910982196,0.3954390878,0.5367593519,3.3071614323,0.5297459492,-4.482896579,-0.336187237,0.0068013603,2.2944588918,0.9135827165,0.8803770754,0.5071534307,0.1355171034,
3.3514702941,0.2227845569,0.5253890778,6.274754951,0.6840368074,-9.642928586,-0.238087618,0.1702340468,2.9899979996,0.6234446889,0.8411662332,0.1307021404,0.3141528306,
9.3068613723,0.5052610522,0.6922184437,3.2696539308,0.2397079416,-9.049209842,-0.515263053,0.4138827766,3.6837367473,0.3424284857,0.4753310662,0.6557031406,0.2022204441,
7.4038807762,0.7355271054,0.6294858972,9.674434887,0.4823964793,-3.632926585,-0.252330466,0.5609121824,1.5209041808,0.8057211442,0.4830936187,0.09065013,0.7850670134,
9.6835367073,0.9449089818,0.2352510502,7.6685337067,0.8057411482,-6.269653931,-0.39139828,0.1698339668,1.2550510102,0.5474294859,0.2388717744,0.3121584317,0.1809361872,
9.5659131826,0.9117823565,0.4536387277,4.6424284857,0.3597919584,-7.963992799,-0.332666533,0.8039607922,2.8357671534,0.8716543309,0.2414592919,0.68954991,0.7827865573,
7.1854370874,0.675395079,0.3912982597,9.1298259652,0.7567713543,-7.891178236,-0.863972795,0.6819363873,2.526105221,0.473974795,0.9412832567,0.3586037207,0.2134326865,
5.7543508702,0.1021604321,0.7028045609,5.4135827165,0.9121424285,-9.267653531,-0.250570114,0.1050210042,3.8667733547,0.4350870174,0.6285917183,0.4313742749,0.6887177435,
3.0182036407,0.8624524905,0.1978075615,8.025605121,0.6042808562,-5.674534907,-0.3045009,0.5031006201,2.8387677536,0.6202440488,0.6170474095,0.4556311262,0.7919083817,
4.7783556711,0.7765753151,0.1623244649,3.6867373475,0.7965593119,-5.660532106,-0.947829566,0.7029405881,2.5111022204,0.6869773955,0.9367053411,0.4366393279,0.8785657131,
9.5379075815,0.3887777556,0.4920624125,9.0083016603,0.7871974395,-3.413082617,-0.880776155,0.1092218444,1.9019803961,0.6157631526,0.5314602921,0.4943668734,0.6668633727,
5.9153830766,0.2735547109,0.1866333267,6.774354871,0.6939387878,-8.49189838,-0.696419284,0.6803360672,3.624924985,0.9550310062,0.499414883,0.2660892178,0.1604120824,
3.5349069814,0.3848169634,0.939619924,3.74974995,0.823924785,-6.217843569,-0.565033007,0.4116823365,2.8957791558,0.5795959192,0.130395079,0.134274855,0.824784957,
5.6983396679,0.8116823365,0.0929265853,2.7175435087,0.5367673535,-5.442088418,-0.21120224,0.8033606721,2.7577515503,0.7575515103,0.2370804161,0.9106821364,0.4715043009,
8.3266653331,0.9485097019,0.8223884777,3.8922784557,0.5279455891,-8.788757752,-0.758511702,0.24924985,2.2656531306,0.5659931986,0.2844518904,0.5107261452,0.423804761,
6.8409681936,0.3680736147,0.6202720544,4.3213642729,0.9175435087,-4.029205841,-0.208481696,0.5349069814,3.2666533307,0.5735147029,0.1311912382,0.6470534107,0.4460392078,
9.0520104021,0.1554510902,0.5236247249,9.9549909982,0.4696139228,-4.25325065,-0.95375075,0.4288857772,2.1714342869,0.8190038008,0.6701910382,0.0919663933,0.9306361272,
3.0574114823,0.2209841968,0.9598119624,7.6055211042,0.8518303661,-8.060612122,-0.260972194,0.2926585317,1.575515103,0.4102820564,0.1702030406,0.4411522304,0.5914182837,
3.6581316263,0.3646529306,0.7390718144,6.5343068614,0.6534306861,-6.454490898,-0.90430086,0.7585517103,2.4984996999,0.9940788158,0.7231356271,0.5556671334,0.4067013403,
3.350070014,0.7457891578,0.5042168434,4.7219443889,0.9681336267,-3.310862172,-0.627765553,0.5565113023,1.1854370874,0.3885177035,0.0426185237,0.794474895,0.3939687938,
9.974794959,0.4202840568,0.3679695939,6.8613722745,0.4899579916,-3.960592118,-0.66185237,0.0534106821,2.4924984997,0.800120024,0.1566683337,0.2561232246,0.1049209842,
5.5121024205,0.4840168034,0.944324865,8.5342068414,0.9015203041,-6.035807161,-0.374114823,0.7413482697,2.4354870974,0.6466493299,0.679744949,0.1393518704,0.7282456491,
8.8797759552,0.1865973195,0.3716943389,9.74944989,0.5630526105,-5.586317263,-0.931026205,0.8031606321,3.7215443089,0.2025605121,0.6379465893,0.2926025205,0.3105421084,
7.3408681736,0.1135027005,0.6128225645,2.9575915183,0.5832166433,-4.092218444,-0.826205241,0.5159031806,2.6449289858,0.6808961792,0.019529906,0.5695819164,0.949069814,
3.1708341668,0.873974795,0.2066293259,7.1839367874,0.4094818964,-4.361072214,-0.859971994,0.5393078616,1.0372074415,0.9275055011,0.9454630926,0.490230046,0.6220144029,
8.1852370474,0.8844168834,0.4101180236,8.675235047,0.6336267253,-9.171034207,-0.926545309,0.9321864373,2.2158431686,0.2771354271,0.1721934387,0.4152030406,0.6562212442,
6.2724544909,0.8773954791,0.0792038408,2.8855771154,0.1979395879,-5.209641928,-0.586477295,0.1872374475,2.7655531106,0.3427485497,0.095165033,0.2213362673,0.4857571514,
7.6797359472,0.2609521904,0.4138427686,3.5427085417,0.3808561712,-4.530506101,-0.940628126,0.6727345469,3.0128025605,0.2627325465,0.1369633927,0.854834967,0.9380476095,
5.1032206441,0.4867173435,0.7437767554,7.2979595919,0.225305061,-3.292658532,-0.531746349,0.5917183437,3.7611522304,0.3440288058,0.6847209442,0.3798519704,0.6193538708,
4.5627125425,0.3945389078,0.7167233447,8.4291858372,0.2182836567,-8.825165033,-0.672414483,0.5967193439,2.5429085817,0.7167433487,0.4010892178,0.3375435087,0.3420884177,
4.851170234,0.1280856171,0.025685137,6.2792558512,0.4480096019,-3.462092418,-0.750030006,0.3332666533,3.773754751,0.3685137027,0.8624634927,0.33115023,0.3850370074,
6.2374474895,0.5646729346,0.2493658732,3.2606521304,0.700420084,-9.294258852,-0.899019804,0.476095219,2.7535507101,0.5128625725,0.8336027205,0.6348309662,0.0716643329,
8.6837367473,0.2163032607,0.7016283257,9.9264852971,0.8217643529,-4.081016203,-0.549029806,0.1726345269,3.7641528306,0.8438087618,0.6875075015,0.5171194239,0.8354270854,
7.0174034807,0.6901580316,0.9954910982,5.2410482096,0.7204040808,-3.695939188,-0.536227245,0.7769553911,3.2858571714,0.3697939588,0.240265053,0.9165113023,0.8097719544,
4.825965193,0.5801560312,0.2971994399,7.324964993,0.7884576915,-4.303660732,-0.20560112,0.475095019,3.8835767153,0.8817363473,0.3001760352,0.1888057612,0.8643128626,
8.3406681336,0.5763752751,0.5979235847,7.0789157832,0.9274454891,-5.276855371,-0.761712342,0.2344468894,3.6513302661,0.3158631726,0.8302190438,0.365185037,0.74914983,
3.2604520904,0.3653730746,0.0233326665,5.8861772354,0.4404480896,-4.166433287,-0.934226845,0.8457691538,1.4362872575,0.3096219244,0.7500060012,0.405425085,0.1043508702,
9.6863372675,0.2100020004,0.5420524105,5.6866373275,0.1131426285,-8.918983797,-0.896779356,0.9809961992,1.9337867574,0.8372474495,0.2880346069,0.9144428886,0.5317463493,
8.1152230446,0.3290058012,0.040780156,3.3536707341,0.3084816963,-7.048209642,-0.782356471,0.1912382476,1.7345469094,0.2955391078,0.9703430686,0.6434806961,0.9266453291,
9.5603120624,0.9603920784,0.5781236247,3.124124825,0.1801160232,-4.804960992,-0.900460092,0.7225445089,3.550510102,0.2412882577,0.5525585117,0.8121504301,0.5551210242,
8.6879375875,0.9555311062,0.65105021,3.9702940588,0.1558111622,-8.974994999,-0.898539708,0.5583116623,3.2600520104,0.374754951,0.1883156631,0.5197519504,0.8384676935,
8.424684937,0.3050610122,0.7139787958,8.426185237,0.8350870174,-8.48769754,-0.364992999,0.2636527305,1.7081416283,0.6773754751,0.3638687738,0.3330306061,0.6079515903,
3.875175035,0.2820164033,0.7229965993,9.6564312863,0.273914783,-5.951790358,-0.711942388,0.275855171,2.9809961992,0.7892378476,0.0175395079,0.1763952791,0.6210642128,
5.5205041008,0.4555711142,0.7331906381,3.1916383277,0.9827165433,-8.837767554,-0.362112422,0.0598119624,1.9733946789,0.7290658132,0.8897319464,0.5913942789,0.474354871,
8.1320264053,0.6960992198,0.1233126625,5.9026805361,0.2209841968,-5.944788958,-0.624564913,0.0802160432,1.7351470294,0.8887777556,0.1204430886,0.5874454891,0.8578515703,
9.850170034,0.1883976795,0.3332706541,5.9521904381,0.2445689138,-8.133426685,-0.75035007,0.2776555311,3.6585317063,0.400520104,0.3825785157,0.9193318664,0.6871974395,
5.7459491898,0.5283056611,0.5263692739,5.1555311062,0.1136827365,-3.415883177,-0.602320464,0.0184036807,1.5947189438,0.6400880176,0.4369163833,0.44904981,0.7364172835,
5.1802360472,0.323784757,0.4722624525,2.7340468094,0.875055011,-9.673734747,-0.677855571,0.7195439088,2.9287857572,0.9883176635,0.3137107421,0.9907861572,0.2280656131,
5.5429085817,0.6593718744,0.9117823565,3.0356071214,0.7517303461,-4.083816763,-0.356671334,0.9561912382,1.6205241048,0.6680936187,0.5352420484,0.916135227,0.550180036,
9.5267053411,0.3786957391,0.1576195239,3.4931986397,0.2204440888,-4.313462693,-0.879495899,0.4458891778,2.5873174635,0.4410082016,0.3206771354,0.0624444889,0.5043808762,
6.9585917183,0.1336667333,0.4583436687,6.7443488698,0.9641728346,-7.717543509,-0.854530906,0.6599319864,3.25045009,0.7127425485,0.5800260052,0.8542708542,0.3730646129,
5.2768553711,0.6933986797,0.649089818,7.050410082,0.1874974995,-3.341668334,-0.379555911,0.8223644729,2.2620524105,0.4344468894,0.7804590918,0.4674774955,0.2210342068,
5.5177035407,0.8914382877,0.5512662533,7.5485097019,0.9434686937,-6.567913583,-0.494138828,0.7731546309,3.649529906,0.9460692138,0.5286737347,0.75085017,0.6571714343,
9.7199439888,0.7096019204,0.2742628526,7.8365673135,0.625165033,-7.829565913,-0.50390078,0.6621324265,3.8577715543,0.3976395279,0.1286037207,0.4467933587,0.2176135227,
4.7125425085,0.9323064613,0.5034326865,5.9806961392,0.5022004401,-3.788357672,-0.421964393,0.2404480896,3.0626125225,0.425485097,0.6148579716,0.7123024605,0.4796759352,
4.4170834167,0.7582116423,0.0654810962,4.7129425885,0.1127825565,-7.868773755,-0.487577516,0.3924784957,2.700140028,0.6082416483,0.6202320464,0.6015483097,0.4287457491,
9.7171434287,0.6150830166,0.5140188038,8.0016003201,0.9447289458,-8.24684937,-0.229445889,0.3668733747,1.3762752551,0.4394078816,0.3431686337,0.7613802761,0.3987197439,
4.4198839768,0.6044608922,0.9158991798,7.7465493099,0.1900180036,-8.080216043,-0.771954391,0.048809762,3.8211642328,0.349309862,0.1081026205,0.8982716543,0.1163232647,
6.8311662332,0.7614522905,0.7710262052,3.0776155231,0.2956991398,-4.625725145,-0.998879776,0.5981196239,1.125425085,0.4877375475,0.1363662733,0.5693938788,0.3232746549,
3.3892778556,0.1138627726,0.234074815,4.74894979,0.8651530306,-9.00440088,-0.568233647,0.4160832166,2.0622124425,0.3569913983,0.4172114423,0.1626685337,0.2048809762,
8.3518703741,0.3057811562,0.7776915383,5.1825365073,0.1651730346,-7.361872374,-0.453970794,0.8555711142,3.0164032807,0.9873574715,0.9832806561,0.1487537508,0.6267653531,
6.3018603721,0.9704740948,0.8168993799,4.7984596919,0.4107421484,-4.24204841,-0.770674135,0.0338067614,3.3716743349,0.999679936,0.4818993799,0.3616123225,0.3916883377,
8.0984196839,0.925105021,0.1544828966,7.874074815,0.8451690338,-9.831966393,-0.572074415,0.6907381476,1.9847969594,0.3211442288,0.7117903581,0.3710142028,0.3116823365,
9.4804960992,0.3205441088,0.1917303461,3.2441488298,0.9207841568,-6.126825365,-0.636727345,0.6963392679,3.6015203041,0.3059411882,0.6512822565,0.9484776955,0.925315063,
3.7015403081,0.4210042008,0.2654410882,5.0325065013,0.1799359872,-7.714742949,-0.783636727,0.2554510902,1.1428285657,0.5074214843,0.4500530106,0.2183276655,0.1282956591,
6.0666133227,0.5427085417,0.2244688938,5.3865773155,0.8658731746,-7.552310462,-0.6904981,0.2784556911,1.4908981796,0.2670534107,0.3537177435,0.1340868174,0.2978095619,
7.0230046009,0.6474894979,0.8543428686,3.376175235,0.325225045,-6.559511902,-0.266253251,0.1340268054,1.0870174035,0.25105021,0.2621594319,0.2536787357,0.3297359472,
4.0978195639,0.3777955591,0.4107061412,9.8769753951,0.3119023805,-3.453690738,-0.818203641,0.8311662332,1.0564112823,0.7621924385,0.8586817363,0.1677455491,0.5165433087,
7.648929786,0.7448889778,0.2197639528,6.6048209642,0.8043008602,-3.862572515,-0.474454891,0.1154230846,3.2690538108,0.474934987,0.9008781756,0.6218563713,0.3603320664,
8.2846569314,0.4463892779,0.6194878976,3.2351470294,0.5470294059,-8.192238448,-0.635447089,0.6207241448,1.3300660132,0.373794759,0.3662572515,0.7151230246,0.0579815963,
3.5825165033,0.8329265853,0.0684216843,6.4142828566,0.4273054611,-9.358671734,-0.421324265,0.9967993599,2.0976195239,0.8401280256,0.200855171,0.6425405081,0.649759952,
4.5571114223,0.3227045409,0.8337587518,7.725545109,0.475015003,-8.893778756,-0.811642328,0.7027405481,2.4846969394,0.4906181236,0.6431216243,0.1968913783,0.6980296059,
6.9431886377,0.5790758152,0.505785157,2.6665333067,0.1682336467,-7.534106821,-0.944628926,0.5961192238,3.0020004001,0.2124824965,0.0215203041,0.4278015603,0.324604921,
8.1978395679,0.3385477095,0.8582636527,6.0767153431,0.1914582917,-7.402480496,-0.767953591,0.4780956191,1.5335067013,0.2112022404,0.9028685737,0.8937587518,0.4485097019,
8.7817563513,0.4076815363,0.105865173,9.6069213843,0.1815563113,-4.894578916,-0.362432486,0.5593118624,1.3804760952,0.2184036807,0.7247279456,0.5030166033,0.3031306261,
8.3588717744,0.9175435087,0.8200360072,6.7458491698,0.5043608722,-3.302460492,-0.865733147,0.3520704141,3.7443488698,0.4784556911,0.3706361272,0.919519904,0.073754751,
9.9481896379,0.6015803161,0.434034807,2.8405681136,0.3412482496,-3.604920984,-0.412842569,0.9875975195,1.3624724945,0.7487497499,0.1674164833,0.6009841968,0.2953390678,
4.4408881776,0.8545309062,0.6224284857,8.8942788558,0.7056411282,-3.777155431,-0.80140028,0.5225045009,2.5669133827,0.6375275055,0.1684116823,0.1809081816,0.1889177836,
9.1038207642,0.1424884977,0.3250370074,7.5920184037,0.298759752,-4.884776955,-0.907821564,0.3536707341,1.0174034807,0.5394278856,0.5545489098,0.3097139428,0.425895179,
9.7143428686,0.4121824365,0.4007081416,4.5194038808,0.5486497299,-8.099819964,-0.917423485,0.799759952,1.1344268854,0.6461692338,0.999004801,0.9475375075,0.1630726145,
9.649929986,0.7483096619,0.2615203041,5.9671934387,0.2600520104,-6.807361472,-0.726985397,0.3690738148,3.2882576515,0.4622924585,0.3835737147,0.8255011002,0.9169533907,
4.6369273855,0.749209842,0.0813602721,8.0166033207,0.4705141028,-7.116823365,-0.633526705,0.2542508502,3.3464692939,0.9972794559,0.2422554511,0.7497219444,0.4834766953,
9.6555311062,0.501120224,0.8410122024,8.9617923585,0.4658331666,-4.25045009,-0.547429486,0.7087417483,2.6365273055,0.2286457291,0.3815833167,0.6088817764,0.8831266253,
4.1650330066,0.2418683737,0.7214282857,8.6302260452,0.8329265853,-4.433886777,-0.96095219,0.1812362472,2.4096819364,0.249129826,0.6604380876,0.8836047209,0.2130526105,
4.6915383077,0.4413482697,0.9400120024,6.4967993599,0.7636127225,-4.958991798,-0.589517904,0.3864772955,2.3802760552,0.500060012,0.8716193239,0.4007241448,0.7611222244,
7.2050410082,0.9314062813,0.9835327065,8.4306861372,0.3225245049,-9.586917383,-0.673694739,0.7205441088,3.3632726545,0.3665933187,0.9894508902,0.1408561712,0.1015003001,
3.5923184637,0.624984997,0.4187437487,6.7338467694,0.7645129026,-7.788957792,-0.630166033,0.8229645929,3.8625725145,0.8398079616,0.0123644729,0.7042168434,0.9407081416,
8.0228045609,0.9346469294,0.4724584917,4.1893378676,0.5378475695,-8.76215243,-0.39379876,0.0328065613,1.3186637327,0.7954790958,0.4502520504,0.6718743749,0.2276855371,
6.5819163833,0.1727345469,0.3248409682,6.799859972,0.1104420884,-6.839567914,-0.254890978,0.7727545509,3.5595119024,0.7402680536,0.4456741348,0.0989237848,0.4538307662,
6.4306861372,0.4604320864,0.7222124425,8.925785157,0.2841768354,-7.067813563,-0.84364873,0.0416083217,3.8553710742,0.5079015803,0.5569373875,0.2220884177,0.3211842368,
9.4972994599,0.9402280456,0.0343108622,9.8919783957,0.4714142829,-5.148029606,-0.264172835,0.6265253051,2.7973594719,0.3065813163,0.2197639528,0.8140308062,0.5536007201,
4.8063612723,0.3855371074,0.6767313463,7.2544508902,0.2832766553,-7.731546309,-0.766033207,0.4050810162,1.6889377876,0.7193038608,0.6719823965,0.4338187638,0.7331866373,
8.6095219044,0.2290858172,0.824544909,3.5157031406,0.5652130426,-3.359871974,-0.662972595,0.5115023005,1.4326865373,0.6538507702,0.313909782,0.100240048,0.1064412883,
5.8061612322,0.1516703341,0.785925185,7.5095019004,0.3781556311,-9.143028606,-0.430926185,0.0060012002,2.4780956191,0.3528305661,0.3383916783,0.2369433887,0.1066313263,
4.5767153431,0.8943188638,0.8063132627,8.4951990398,0.4287457491,-5.407081416,-0.403560712,0.7343468694,1.2094418884,0.4942988598,0.8513172635,0.5293418684,0.9952490498,
3.050410082,0.7790958192,0.4050210042,6.3107621524,0.3920184037,-4.674734947,-0.659291858,0.7311462292,3.3398679736,0.799159832,0.1361672334,0.6564552911,0.4070814163,
8.7327465493,0.8275255051,0.3736547309,9.8964792959,0.500580116,-3.854170834,-0.682656531,0.2622524505,1.2034406881,0.9411082216,0.534644929,0.929109822,0.6474794959,
3.175035007,0.4597119424,0.3081776355,9.4298859772,0.124844969,-4.103420684,-0.395079016,0.3294658932,1.8263652731,0.9115023005,0.2384736947,0.1468733747,0.799509902,
3.4480896179,0.1106221244,0.1960432086,2.8780756151,0.5700740148,-3.151230246,-0.883816763,0.7679535907,2.8657731546,0.5717543509,0.4263672735,0.3721424285,0.473974795,
9.350270054,0.7016803361,0.7876895379,3.8847769554,0.9049409882,-5.947589518,-0.281776355,0.3222644529,2.8021604321,0.9582316463,0.9386957391,0.4531866373,0.8143328666,
4.4478895779,0.3054210842,0.8319943989,9.0713142629,0.6901580316,-5.99939988,-0.713222645,0.9545909182,2.0856171234,0.6716143229,0.1477115423,0.8367833567,0.2236947389,
8.8545709142,0.1469893979,0.1240968194,4.8359671934,0.6222844569,-8.329465893,-0.518143629,0.4994999,2.8531706341,0.5125425085,0.1094958992,0.896015203,0.6664832967,
8.8937787558,0.9063812763,0.5036287257,5.4435887177,0.1124224845,-7.486497299,-0.331866373,0.9985997199,3.8697739548,0.726185237,0.7086057211,0.0650770154,0.5300360072,
7.7833566713,0.3884176835,0.6806521304,5.5906181236,0.425685137,-8.949789958,-0.529345869,0.5563112623,1.3414682937,0.3729945989,0.1909031806,0.7296019204,0.7592218444,
5.2796559312,0.2881376275,0.4893178636,8.2836567313,0.1871374275,-5.794958992,-0.820604121,0.1232246449,3.7479495899,0.949109822,0.2989817964,0.9875895179,0.8525305061,
8.6193238648,0.6662132426,0.9992158432,7.9460892178,0.3799559912,-4.562712543,-0.618003601,0.2564512903,1.2064412883,0.3062612523,0.600925185,0.7899619924,0.2115323065,
6.1324264853,0.1730946189,0.1268413683,2.6635327065,0.8300460092,-7.457091418,-0.660092018,0.8537707542,3.1886377275,0.5810362072,0.7864302861,0.3040728146,0.6852970594,
4.3400680136,0.2429485897,0.2442688538,6.673834767,0.4831166233,-4.984196839,-0.594958992,0.9455891178,2.6041208242,0.9857571514,0.4930456091,0.1609761952,0.6064312863,
9.950990198,0.3191038208,0.380320064,5.5291058212,0.6809761952,-5.51210242,-0.90190038,0.0674134827,1.5455091018,0.4582916583,0.1077045409,0.1696259252,0.1822664533,
3.0854170834,0.974794959,0.9351110222,6.1187237447,0.1482496499,-9.904780956,-0.670974195,0.9191838368,3.599119824,0.9174234847,0.4789137828,0.2867733547,0.5325065013,
6.5581116223,0.101080216,0.7424044809,6.6888377676,0.225125025,-9.098219644,-0.413322665,0.7337467493,1.8281656331,0.3957191438,0.7872264453,0.3821084217,0.4433786757,
5.8327665533,0.9231246249,0.0574434887,8.124624925,0.951210242,-3.723944789,-0.768753751,0.0418083617,2.8393678736,0.4984596919,0.1337787558,0.3418683737,0.3519703941,
4.0726145229,0.4917583517,0.3448369674,8.0946189238,0.5029205841,-5.632526505,-0.905261052,0.8159631926,2.199639928,0.624564913,0.6118723745,0.6463012603,0.7729045809,
5.0164032807,0.5117423485,0.3117063413,4.199839968,0.1019803961,-9.934186837,-0.348029606,0.6911382276,2.7913582717,0.3205041008,0.1238267654,0.8192958592,0.1625025005,
3.924184837,0.574034807,0.8363072615,5.149529906,0.2785957191,-7.280656131,-0.211682336,0.6139227846,3.4028805761,0.5365473095,0.6516803361,0.9232806561,0.8555711142,
9.4286857371,0.1302460492,0.1893778756,8.049609922,0.9157431486,-4.466093219,-0.983996799,0.2110422084,2.2302460492,0.7153030606,0.555345069,0.180720144,0.3475995199,
8.8825765153,0.6100420084,0.1505621124,2.5630126025,0.8556111222,-5.598919784,-0.445969194,0.0928185637,1.3378675735,0.5615123025,0.8823674735,0.1100180036,0.648809762,
8.8909781956,0.5133626725,0.1521304261,6.0917183437,0.8606521304,-6.005001,-0.555431086,0.9335867173,2.2062412482,0.3049809962,0.7995669134,0.9868373675,0.3590018004,
9.1220244049,0.701140228,0.8815923185,5.5981196239,0.9292458492,-9.084216843,-0.535907181,0.3226645329,1.0168033607,0.4152430486,0.4532376475,0.8448689738,0.450220044,
6.4698939788,0.2623924785,0.2489737948,2.9650930186,0.9373474695,-9.487497499,-0.933426685,0.4268853771,1.7813562713,0.5907981596,0.719154831,0.7495339068,0.7713842769,
5.6101220244,0.3203640728,0.9654970994,6.3767753551,0.8984596919,-5.678735747,-0.363552711,0.7101420284,2.0412082416,0.2187237447,0.8007611522,0.3219363873,0.0678635727,
4.0320064013,0.8530906181,0.0694018804,8.7307461492,0.2199039808,-4.365273055,-0.402440488,0.899779956,3.0290058012,0.6548109622,0.9733286657,0.4985037007,0.1476795359,
8.951190238,0.9539107822,0.6747709542,7.1179235847,0.2371874375,-9.326465293,-0.926225245,0.7857571514,2.0892178436,0.9923184637,0.984474895,0.1421724345,0.6398779756,
8.6599319864,0.6406481296,0.6079215843,8.024104821,0.5592718544,-6.887177435,-0.594478896,0.3062612523,2.725945189,0.4077215443,0.1833396679,0.7610042008,0.624674935,
7.2414482897,0.8235647129,0.2356431286,5.7826565313,0.1304260852,-3.520904181,-0.891658332,0.2772554511,2.3790758152,0.4645329066,0.6037117423,0.9811962392,0.5699439888,
7.1924384877,0.7823364673,0.6926105221,8.6677335467,0.9791158232,-3.427085417,-0.349309862,0.2642528506,3.7461492298,0.4426085217,0.4691608322,0.3847409482,0.5382076415,
7.051010202,0.7663132627,0.3775755151,4.7699539908,0.5623324665,-5.191438288,-0.543428686,0.7927585517,1.4296859372,0.274574915,0.8037467493,0.9951110222,0.8331466293,
4.9141828366,0.5932986597,0.4667733547,4.6634326865,0.5148029606,-6.286457291,-0.647129426,0.5893178636,2.9263852771,0.7372274455,0.9866643329,0.6720624125,0.3177635527,
6.8913782757,0.3180236047,0.7890618124,2.7775555111,0.4069613923,-4.487097419,-0.952630526,0.3834766953,3.4946989398,0.9062212442,0.9177965593,0.7564912983,0.4680836167,
9.5281056211,0.9152030406,0.5022564513,4.9514902981,0.9654330866,-7.290458092,-0.883176635,0.7447489498,2.9179835967,0.5711142228,0.805140028,0.9742388478,0.2611322264,
5.1270254051,0.6062612523,0.3477775555,4.3093618724,0.3401680336,-9.686337267,-0.267853571,0.9213842769,3.7965593119,0.5085417083,0.3117203441,0.330210042,0.925505101,
