kp_chi,ki_chi,kp_phi,kd_phi,ki_phi,Y
1.6371274255,1.4570914183,0.7183436687,0.5769153831,0.5941188238,
1.2416483297,0.224044809,2.4442888578,1.4486897379,0.6709341868,
2.1658331666,0.2048409682,2.0464092819,1.5855171034,0.0234046809,
2.0158031606,0.5473094619,0.0018003601,1.5175035007,0.5407081416,
1.0472094419,0.1596319264,1.7595519104,0.4380876175,2.3290658132,
1.7157431486,0.8085617123,1.4468893779,0.4136827365,1.9143828766,
0.1206241248,1.2438487698,0.4662932587,1.1118223645,1.5681136227,
2.575715143,0.2100420084,1.350870174,1.7163432687,1.2164432887,
1.098819764,1.1178235647,1.9701940388,1.1146229246,1.1174234847,
0.9337867574,1.9419883977,1.2326465293,0.6769353871,2.1190238048,
2.9819963993,0.25085017,2.7047409482,0.9649929986,2.2372474495,
0.2664532907,1.3630726145,0.5635127025,0.1480296059,1.5909181836,
1.1534306861,0.2592518504,1.5975195039,1.6543308662,2.5151030206,
2.6831366273,1.6059211842,1.6293258652,1.8447689538,2.1940388078,
0.99979996,1.4722944589,1.3466693339,1.2130426085,0.6925385077,
2.7173434687,1.8367673535,2.5019003801,0.4620924185,0.1812362472,
2.6957391478,0.2208441688,0.400880176,1.723944789,2.1964392879,
0.7939587918,0.7329465893,2.6087217443,1.6967393479,0.0222044409,
2.849369874,0.1084216843,0.4962992599,1.9071814363,1.0928185637,
1.7385477095,0.4668933787,2.7305461092,0.7533506701,0.5293058612,
0.7171434287,1.6303260652,1.0292058412,0.9117823565,2.4334866973,
1.2980596119,1.5691138228,1.4216843369,0.1104220844,2.5529105821,
2.2570514103,0.9181836367,2.4304860972,1.0066013203,0.7525505101,
1.8585717143,1.9231846369,2.0602120424,1.1058211642,1.0550110022,
0.2946589318,1.1410282056,2.8133626725,1.4686937387,1.4804960992,
2.9633926785,1.5127025405,0.1812362472,0.1980396079,2.0344068814,
1.5723144629,1.5171034207,2.6969393879,1.25065013,2.9405881176,
0.6433286657,0.6701340268,1.574714943,1.7047409482,0.3918783757,
2.4130826165,0.9357871574,1.5075015003,0.8625725145,2.0440088018,
1.9959991998,1.4694938988,0.8899779956,0.9817963593,1.8015603121,
1.6839367874,1.2370474095,1.7967593519,0.0840168034,1.024404881,
1.4132826565,0.400080016,0.0306061212,0.7913582717,2.5067013403,
1.8723744749,0.4072814563,0.3354670934,1.8535707141,0.6877375475,
1.2710542108,0.9625925185,1.2686537307,1.6787357471,0.3858771754,
2.7305461092,0.675735147,2.1172234447,1.5071014203,2.9783956791,
0.1452290458,0.4816963393,1.475095019,0.2876575315,0.3864772955,
2.1514302861,1.1946389278,2.450890178,0.4664932987,1.3292658532,
0.7165433087,0.625725145,0.8581716343,1.8187637528,1.6923384677,
1.7877575515,1.2206441288,2.774354871,0.5661132226,2.5721144229,
0.9229845969,1.0710142028,2.3524704941,1.7683536707,1.1114222845,
2.1610322064,1.6375275055,0.900180036,0.3772754551,1.3268653731,
2.0938187638,1.4474894979,0.2322464493,0.0528105621,1.25065013,
2.4112822565,0.6125225045,1.7727545509,0.5181036207,2.0380076015,
2.0038007602,0.8289657932,0.6037207441,1.9191838368,2.4208841768,
2.2588517704,0.8561712342,1.5699139828,1.0850170034,0.124224845,
2.7371474295,0.3932786557,0.5575115023,1.5455091018,0.8665733147,
2.0812162432,0.8633726745,0.9589917984,1.3906781356,2.9867973595,
1.8561712342,1.6159231846,0.3924784957,0.3820764153,0.4086817363,
0.4950990198,0.5801160232,0.7171434287,0.6789357872,0.2334466893,
2.0428085617,1.7515503101,2.2594518904,1.1858371674,2.423884777,
1.8315663133,0.2696539308,2.6435287057,1.2806561312,1.5717143429,
1.9215843169,1.0838167634,1.950390078,1.0562112422,2.9153830766,
0.5215043009,0.8293658732,0.2172434487,1.6323264653,2.5079015803,
2.7593518704,1.4898979796,1.9581916383,0.3600720144,1.0220044009,
0.7177435487,0.8917783557,0.2772554511,0.4300860172,0.6967393479,
2.3554710942,0.3832766553,2.3452690538,0.3788757752,0.5425085017,
2.6663332667,1.4098819764,0.0264052811,0.2628525705,2.824164833,
0.3978795759,0.3884776955,2.5175035007,0.2652530506,2.7809561912,
2.4994999,0.9401880376,2.575115023,1.1682336467,0.2346469294,
1.2920584117,1.3170634127,2.7911582316,1.5795159032,2.9627925585,
2.3056611322,0.3176635327,2.9267853571,0.849369874,2.773754751,
1.4624924985,1.8935787157,0.4908981796,0.950190038,0.7375475095,
1.3610722144,0.7405481096,2.6891378276,0.1632326465,2.5115023005,
2.7545509102,0.824164833,0.275455091,1.299859972,1.6563312663,
1.1732346469,0.7349469894,2.5277055411,1.3514702941,1.0292058412,
2.7035407081,1.9911982396,2.6369273855,0.0212042408,1.5825165033,
1.3892778556,0.7461492298,0.8767753551,1.0974194839,2.6183236647,
0.4692938588,1.9227845569,0.3906781356,0.6237247449,2.4082816563,
1.4450890178,0.300060012,2.4778955791,1.3614722945,2.9567913583,
0.576115223,1.0486097219,2.6837367473,1.1982396479,0.1374274855,
0.4764952991,1.0054010802,2.6225245049,1.6311262252,1.5417083417,
2.7137427485,1.1066213243,0.5713142629,1.2710542108,0.9199839968,
0.8527705541,1.4850970194,1.4414882977,0.0096019204,1.6083216643,
2.7629525905,0.9109821964,1.3700740148,1.3922784557,0.0462092418,
1.5069013803,0.8809761952,1.5789157832,0.0144028806,1.5861172234,
1.2800560112,1.9799959992,2.5817163433,0.6093218644,0.4338867774,
2.8709741948,1.6543308662,1.1444288858,0.5129025805,1.9569913983,
0.1374274855,1.1174234847,1.6029205841,0.1792358472,1.1972394479,
0.0462092418,1.7191438288,1.5609121824,0.6837367473,0.8065613123,
0.1644328866,1.6387277455,0.7447489498,0.8545709142,2.0422084417,
0.0030006001,1.875975195,2.2666533307,0.924984997,1.6047209442,
2.201240248,0.5953190638,1.4462892579,0.5609121824,0.0360072014,
2.5427085417,1.899579916,1.5693138628,0.6677335467,1.700140028,
0.8779755951,1.7351470294,1.1228245649,1.1362272454,2.8031606321,
2.6735347069,1.4770954191,2.2558511702,0.0436087217,1.8387677536,
2.2954590918,1.2402480496,2.3668733747,1.8567713543,1.9977995599,
0.1296259252,0.3368673735,0.1032206441,0.4160832166,2.7269453891,
2.4184836967,0.0116023205,2.3218643729,1.0958191638,2.549909982,
0.7525505101,1.3078615723,0.1086217243,1.6467293459,2.6063212643,
2.8847769554,0.6329265853,1.2596519304,1.1390278056,2.051210242,
2.3728745749,0.6589317864,1.9353870774,0.5117023405,2.2912582517,
1.1312262452,0.6613322665,0.4902980596,1.1046209242,0.0972194439,
2.9135827165,1.9643928786,0.300660132,1.4802960592,0.9685937187,
2.9825965193,1.0626125225,1.9539907982,1.599119824,1.1792358472,
0.8515703141,0.9393878776,2.2102420484,1.1330266053,0.7771554311,
2.0824164833,1.6055211042,0.4434886977,1.6655331066,1.2554510902,
1.1852370474,1.6171234247,0.8617723545,0.774954991,0.9721944389,
2.75035007,1.775155031,2.4772954591,0.5017003401,1.3892778556,
2.4286857371,1.4142828566,2.9123824765,0.6573314663,2.3440688138,
1.0526105221,1.5683136627,2.3716743349,1.6363272655,0.3696739348,
0.0648129626,1.301060212,1.824364873,1.9455891178,2.9177835567,
1.6455291058,1.5071014203,1.3328665733,0.6621324265,2.4928985797,
0.9295859172,0.0524104821,2.3854770954,1.1730346069,1.9539907982,
2.2576515303,1.6091218244,1.1156231246,1.9059811962,0.2382476495,
1.2986597319,0.4052810562,0.2826565313,1.5987197439,0.3348669734,
0.2220444089,1.8707741548,0.9829965993,1.074614923,1.6815363073,
2.3164632927,0.5205041008,1.9893978796,0.5701140228,1.950390078,
0.9697939588,1.8543708742,0.0114022805,0.3724744949,1.6179235847,
0.6805361072,0.5437087417,0.2520504101,1.2874574915,1.2950590118,
2.4514902981,1.4114822965,0.1854370874,0.3860772154,0.0078015603,
1.8525705141,1.5311062212,1.7115423085,0.5105021004,1.623924785,
0.4890978196,1.4826965393,0.0696139228,0.4424884977,0.1128225645,
0.3726745349,0.5693138628,1.9479895979,1.8431686337,1.4204840968,
2.2444488898,0.6065213043,0.7093418684,0.4688937788,1.4594918984,
0.7231446289,0.6301260252,0.099019804,0.0896179236,2.525905181,
0.274854971,1.2594518904,0.1278255651,1.2522504501,1.5873174635,
0.0942188438,0.3836767353,0.1764352871,0.9981996399,0.0906181236,
1.3214642929,1.974794959,2.1874374875,0.4984996999,0.7873574715,
0.9067813563,1.4530906181,1.5705141028,1.3770754151,0.7867573515,
1.5525105021,0.5889177836,2.5649129826,0.4592918584,0.0798159632,
1.0484096819,0.4628925785,0.2364472895,0.5381076215,2.3302660532,
2.3200640128,0.8929785957,0.50110022,0.5897179436,0.9619923985,
2.2072414483,0.0340068014,0.3606721344,0.8101620324,1.5423084617,
2.5727145429,0.2576515303,2.7815563113,1.4230846169,1.9113822765,
1.9131826365,1.125425085,2.9873974795,1.4638927786,0.8905781156,
1.1882376475,1.9315863173,2.7317463493,0.2420484097,1.9791958392,
1.5597119424,1.849969994,0.7075415083,1.1446289258,0.724944989,
2.1454290858,0.8101620324,1.8579715943,0.4072814563,2.7317463493,
2.7635527105,0.8873774755,1.6095219044,0.2944588918,1.4444888978,
2.2180436087,1.8087617524,0.4314862973,0.2452490498,0.3132626525,
2.2900580116,0.6685337067,0.3174634927,1.9951990398,2.9537907582,
1.2692538508,1.1782356471,1.2614522905,1.74954991,2.0980196039,
2.0794158832,1.9551910382,1.1270254051,0.9985997199,1.7061412282,
1.7961592318,1.4462892579,1.9041808362,1.3390678136,0.9175835167,
0.6013202641,1.5879175835,0.8605721144,1.2622524505,1.5537107421,
2.374074815,0.5177035407,2.2834566913,1.9115823165,0.699739948,
0.799359872,1.1842368474,1.3982796559,0.5869173835,1.2686537307,
1.0040008002,1.6123224645,2.099819964,1.5379075815,1.800960192,
2.8061612322,1.525505101,2.5469093819,0.6729345869,1.548909782,
2.5319063813,1.0958191638,0.5317063413,0.1212242448,1.074814963,
1.849569914,1.9851970394,1.2386477295,1.1626325265,0.4470894179,
1.7523504701,1.8735747149,0.6877375475,0.6029205841,2.1706341268,
1.2584516903,1.9435887177,1.050210042,0.6537307461,0.0420084017,
2.6399279856,0.5085017003,0.2796559312,1.5799159832,2.701140228,
2.24924985,1.8431686337,1.7691538308,0.8057611522,0.2160432086,
2.1580316063,1.4434886977,0.3084616923,0.3124624925,0.550910182,
2.2690538108,0.8109621924,1.8963792759,1.3766753351,2.7677535507,
0.4896979396,0.0068013603,1.3718743749,0.6265253051,0.2706541308,
0.0678135627,0.8645729146,2.9333866773,1.4018803761,0.1290258052,
2.3650730146,0.9289857972,0.9469893979,1.7963592719,2.6795359072,
2.4718943789,1.5039007802,1.4126825365,0.6229245849,1.0430086017,
2.051210242,0.0064012803,2.2876575315,1.9803960792,2.6843368674,
1.3628725745,0.4604920984,2.9465893179,0.2104420884,1.7451490298,
0.9013802761,0.2840568114,0.9703940788,0.4960992198,1.124624925,
1.5105021004,1.4870974195,1.5363072615,0.6401280256,1.5651130226,
0.7777555511,1.8639727946,0.6097219444,1.1906381276,0.4134826965,
2.8223644729,0.7693538708,1.475695139,0.7185437087,0.1014202841,
0.3636727345,0.2192438488,2.7833566713,0.1820364073,0.3366673335,
2.5583116623,1.5187037407,0.7543508702,1.4158831766,2.3524704941,
1.2848569714,1.2882576515,2.4190838168,1.0890178036,1.599919984,
2.1376275255,0.5573114623,1.4864972995,0.3928785757,1.4420884177,
2.3140628126,0.7517503501,0.2064412883,1.4058811762,0.1890378076,
1.099419884,0.2860572114,1.4270854171,0.7969593919,1.1474294859,
2.9183836767,0.2080416083,1.5207041408,1.0466093219,2.5355071014,
0.7447489498,1.8039607922,2.7203440688,0.7877575515,2.5901180236,
2.6069213843,1.3478695739,2.900980196,0.3440688138,2.3794758952,
0.9211842368,0.8273654731,2.348869774,0.0956191238,0.374474895,
0.2766553311,1.9123824765,0.0678135627,1.3106621324,2.5799159832,
0.2082416483,1.2686537307,1.5663132627,1.3714742949,1.1612322464,
1.724144829,0.4320864173,0.7465493099,1.5623124625,0.1284256851,
0.0984196839,1.4482896579,0.2112422484,0.6921384277,2.6231246249,
0.6139227846,0.8565713143,0.7453490698,0.8821764353,0.1026205241,
2.0014002801,1.7847569514,0.1332266453,1.5831166233,1.625125025,
1.1618323665,0.9129825965,2.3920784157,0.1380276055,0.99979996,
2.2456491298,0.2916583317,0.9127825565,0.9473894779,0.6805361072,
1.8159631926,0.3556711342,0.1206241248,1.2414482897,2.4544908982,
2.9603920784,0.1676335267,1.1288257652,0.9397879576,2.8607721544,
0.5341068214,0.9309861972,2.399279856,1.4374874975,1.875975195,
2.0788157632,1.4774954991,1.7565513103,1.4806961392,2.6093218644,
2.9873974795,0.5193038608,1.449289858,1.2970594119,2.3338667734,
2.2408481696,1.5167033407,0.0402080416,1.6195239048,2.124424885,
0.125425085,0.2032406481,1.3358671734,1.1078215643,0.1734346869,
2.1778355671,0.4408881776,2.6777355471,0.9177835567,1.7121424285,
0.9187837568,1.8327665533,2.1976395279,0.4516903381,2.8571714343,
0.1974394879,1.7363472695,0.0360072014,1.2230446089,2.5829165833,
2.1118223645,0.0516103221,1.9167833567,0.6817363473,1.4036807361,
2.3116623325,0.0632126425,2.699939988,0.5665133027,1.8789757952,
2.5913182637,1.9891978396,0.9715943189,1.3666733347,2.8103620724,
1.9473894779,0.3764752951,0.6187237447,1.3290658132,1.4600920184,
1.2446489298,0.7625525105,0.3678735747,1.4978995799,1.7883576715,
2.2624524905,1.2906581316,2.2870574115,0.0184036807,0.4050810162,
1.1528305661,1.9471894379,1.2674534907,0.7953590718,0.5803160632,
2.5451090218,1.9731946389,0.7195439088,1.6111222244,1.624524905,
0.3468693739,0.325665133,1.2620524105,0.3164632927,1.1096219244,
0.7891578316,1.4622924585,2.5913182637,1.076215243,2.074014803,
2.6183236647,1.5951190238,2.8541708342,0.5545109022,1.9053810762,
0.7093418684,0.4484896979,1.1582316463,1.5771154231,1.349069814,
0.7411482296,1.9567913583,1.674334867,1.049409882,1.1126225245,
0.8317663533,0.475695139,2.9273854771,0.448889778,2.9801960392,
1.4618923785,1.1982396479,0.5863172635,0.9321864373,2.4706941388,
1.5897179436,1.1226245249,2.1388277656,0.1116223245,0.9673934787,
0.8809761952,0.5705141028,0.7291458292,0.7445489098,0.4722944589,
0.9613922785,0.9281856371,0.4380876175,0.7437487497,1.6833366673,
2.4556911382,0.4800960192,2.6909381876,0.4808961792,0.75015003,
0.3876775355,0.2288457692,1.449889978,1.5467093419,0.4860972194,
1.5477095419,0.4140828166,2.2960592118,0.8621724345,0.3624724945,
0.6439287858,0.6769353871,0.2946589318,0.4964992999,0.7555511102,
0.3612722545,1.2858571714,0.5203040608,0.4108821764,2.6015203041,
0.4170834167,1.8347669534,1.5771154231,1.0378075615,1.1672334467,
0.3018603721,0.6333266653,2.5223044609,1.800760152,1.3922784557,
2.7287457491,1.874374875,2.8697739548,0.8529705941,2.0602120424,
1.5957191438,1.9319863973,2.3326665333,0.924584917,0.7171434287,
1.4972994599,0.448889778,0.8941788358,0.1936387277,0.3300660132,
2.9879975995,0.3372674535,2.0536107221,0.9769953991,2.0050010002,
2.126225245,1.3102620524,1.3532706541,0.6365273055,0.0144028806,
2.4586917383,1.3802760552,2.4484896979,1.8711742348,1.7289457892,
1.8015603121,0.9225845169,2.3530706141,0.3516703341,2.6117223445,
2.7539507902,0.0864172835,2.8079615923,1.2270454091,2.3152630526,
2.4772954591,0.3068613723,0.8527705541,0.9365873175,2.3272654531,
0.1620324065,0.3924784957,2.8607721544,1.3642728546,1.7367473495,
1.2032406481,0.2228445689,0.4602920584,1.7587517504,1.4114822965,
0.5983196639,1.8219643929,2.7089417884,0.600520104,2.7035407081,
1.0928185637,0.0528105621,1.6803360672,0.2548509702,2.8673734747,
1.3046609322,0.1868373675,2.8775755151,0.0572114423,2.4064812963,
2.4418883777,1.2474494899,0.3384676935,0.3200640128,1.0472094419,
0.823964793,1.5435087017,1.0874174835,0.2040408082,1.9629925985,
2.4100820164,0.0812162432,0.3282656531,1.3206641328,2.7713542709,
0.3084616923,0.2388477696,2.3386677335,1.5079015803,1.3340668134,
2.5841168234,1.924384877,1.773954791,0.9277855571,1.9275855171,
2.0932186437,0.6345269054,0.8875775155,0.8393678736,2.9309861972,
1.3862772555,0.4372874575,1.4384876975,1.4430886177,1.9683936787,
0.8023604721,1.0282056411,0.4476895379,1.9659931986,1.5843168634,
0.2178435687,0.8937787558,2.7623524705,0.874174835,1.8195639128,
0.850370074,1.0110022004,0.675735147,1.4070814163,2.0326065213,
2.3566713343,0.4040808162,2.7065413083,1.1618323665,0.2352470494,
1.7175435087,0.6193238648,0.6235247049,0.0228045609,1.4300860172,
2.4478895779,1.8559711942,1.5891178236,1.7059411882,1.1156231246,
1.1606321264,1.6563312663,0.325265053,1.1538307662,0.4080816163,
0.2274454891,0.0892178436,1.450490098,1.6155231046,1.2038407682,
0.0210042008,0.3912782557,2.8973794759,1.3406681336,1.7283456691,
0.5923184637,1.8343668734,2.2156431286,1.3942788558,2.9891978396,
2.1424284857,1.575115023,2.9627925585,1.4030806161,1.1696339268,
1.3922784557,0.8393678736,1.2446489298,1.3822764553,2.0854170834,
2.1802360472,0.9841968394,0.8629725945,1.0650130026,0.4908981796,
0.8701740348,0.975395079,0.0150030006,1.650330066,2.1196239248,
0.724344869,0.0032006401,1.8381676335,0.1028205641,0.9325865173,
0.0408081616,1.9883976795,2.8967793559,0.6445289058,1.8135627125,
2.4580916183,1.801160232,1.1126225245,1.8963792759,0.3264652931,
0.4188837768,1.6835367073,1.8291658332,1.9635927185,0.2970594119,
0.9709941988,0.6725345069,0.374474895,0.2596519304,2.3902780556,
0.8653730746,1.6647329466,0.8389677936,1.8607721544,1.5141028206,
2.0530106021,1.7819563913,2.9633926785,0.8865773155,1.0922184437,
1.9377875575,0.3076615323,0.6205241048,1.9539907982,0.0024004801,
1.549509902,1.6019203841,2.2276455291,0.8277655531,2.1268253651,
0.2022404481,1.5431086217,2.3374674935,0.3580716143,2.4580916183,
0.9409881976,0.9969993999,1.5303060612,0.2484496899,0.8647729546,
0.2550510102,0.5593118624,0.9463892779,0.1188237648,0.8617723545,
1.9053810762,0.2124424885,0.6325265053,0.2816563313,1.4414882977,
0.2592518504,0.4792958592,2.7437487497,1.1562312462,0.350470094,
0.2556511302,0.425685137,2.2528505701,1.8435687137,0.3210642128,
2.1040208042,1.6695339068,2.449689938,0.024004801,2.4040808162,
0.424284857,0.2104420884,1.9887977596,1.5951190238,1.9731946389,
0.0456091218,1.449489898,1.8333666733,1.1350270054,2.4130826165,
2.0542108422,0.3480696139,1.2884576915,0.3804760952,0.7441488298,
0.5131026205,1.5387077415,0.1674334867,0.6345269054,1.6065213043,
2.7029405881,1.9015803161,2.026005201,1.9131826365,0.849769954,
1.1798359672,0.4264852971,2.2852570514,1.6083216643,0.449489898,
0.0660132026,0.5957191438,2.7851570314,1.1174234847,1.8885777155,
2.5937187437,0.5645129026,2.5187037407,0.3848769754,0.8035607121,
1.5021004201,1.6575315063,1.1462292458,1.2350470094,2.9345869174,
0.8323664733,1.8307661532,0.0894178836,0.3016603321,1.5039007802,
1.5819163833,1.2210442088,2.0614122825,1.2046409282,2.8199639928,
0.1698339668,0.8897779556,1.5015003001,1.4810962192,1.575915183,
1.9935987197,0.5237047409,2.2144428886,0.7793558712,1.8027605521,
2.8163632727,0.624524905,0.0612122424,1.0338067614,0.0072014403,
1.9803960792,1.3690738148,1.9203840768,1.3626725345,1.2764552911,
2.0668133627,0.5373074615,0.9439887978,1.7383476695,1.4786957391,
0.7915583117,0.6017203441,0.5449089818,1.2054410882,1.3310662132,
0.0828165633,0.3600720144,0.2106421284,1.6063212643,2.4118823765,
1.5813162633,0.674934987,0.7915583117,0.7569513903,1.9233846769,
2.0086017203,1.9795959192,0.5215043009,1.6575315063,2.6615323065,
0.0816163233,0.1524304861,1.2302460492,0.1204240848,0.2286457291,
2.6291258252,0.9169833967,0.0438087618,0.0344068814,2.5583116623,
2.649529906,0.7197439488,1.0880176035,0.4888977796,0.7513502701,
2.0380076015,0.7617523505,0.1050210042,1.0206041208,1.8537707542,
0.9427885577,0.8013602721,0.7729545909,1.6295259052,2.200640128,
0.350470094,1.0338067614,2.6861372274,0.0564112823,2.7587517504,
1.6389277856,1.6107221444,2.0734146829,1.2542508502,2.7551510302,
1.0934186837,0.174034807,0.5875175035,1.9471894379,2.3182636527,
1.1468293659,1.1350270054,0.3078615723,1.8287657532,0.9919983997,
1.1276255251,0.6665333067,2.600320064,0.8309661932,0.7471494299,
0.5479095819,1.8163632727,1.7571514303,0.2184436887,1.5927185437,
1.6473294659,1.0706141228,0.3576715343,1.7119423885,0.024604921,
1.0976195239,0.8721744349,1.7859571914,0.0400080016,0.0828165633,
1.2134426885,0.0676135227,1.8909781956,1.099419884,1.9581916383,
0.6475295059,1.6703340668,2.6789357872,1.2730546109,2.3068613723,
0.275455091,0.4716943389,0.5407081416,1.9063812763,0.5059011802,
0.6871374275,1.6431286257,0.9139827966,1.4602920584,0.2646529306,
2.8667733547,1.8787757552,0.0624124825,1.4142828566,0.9691938388,
0.2046409282,0.6629325865,1.6611322264,1.3566713343,0.6157231446,
1.6779355871,0.6897379476,0.4140828166,0.424084817,2.150230046,
2.0650130026,1.575515103,1.0928185637,0.9393878776,0.5389077816,
1.0346069214,1.4646929386,1.4576915383,1.8735747149,0.1038207642,
1.3574714943,1.4638927786,1.4396879376,1.5399079816,2.4226845369,
1.2368473695,1.0150030006,2.4184836967,0.1984396879,2.1334266853,
2.2054410882,1.9607921584,2.6105221044,1.2562512503,2.2414482897,
2.575115023,1.1706341268,1.4624924985,1.550710142,0.8695739148,
1.8339667934,0.4888977796,1.3922784557,1.7767553511,2.9585917183,
2.3632726545,0.0076015203,0.4734946989,1.4418883777,2.624324865,
0.3012602521,1.6343268654,1.7583516703,1.8035607121,1.299259852,
0.3642728546,1.574314863,0.0102020404,1.0770154031,1.8579715943,
0.4650930186,0.8677735547,0.1470294059,0.4352870574,2.5667133427,
2.8853770754,0.2728545709,0.3966793359,1.5535107021,0.1548309662,
0.0120024005,0.1864372875,2.0902180436,0.5849169834,2.5877175435,
0.5725145029,0.225245049,0.149429886,0.7889577916,1.3124624925,
0.9763952791,1.4794958992,2.8337667534,1.4874974995,1.0574114823,
2.0050010002,0.2524504901,0.4974994999,1.649529906,2.524104821,
1.4678935787,0.0860172034,2.6597319464,1.9835967193,0.4878975795,
2.8955791158,1.7415483097,1.6521304261,1.6023204641,0.2736547309,
0.0654130826,0.4236847369,1.3892778556,1.7183436687,1.7265453091,
1.175035007,1.4126825365,1.8537707542,1.4378875775,2.6027205441,
2.4352870574,0.3684736947,0.5581116223,0.6077215443,2.5817163433,
2.5325065013,1.3058611722,1.3598719744,1.5391078216,1.9161832366,
2.3584716943,0.6905381076,0.5977195439,1.8483696739,2.924984997,
1.5717143429,0.8017603521,2.6183236647,0.0192038408,0.6037207441,
1.0646129226,0.7449489898,2.6297259452,1.3342668534,0.576115223,
2.6267253451,0.3712742549,2.5811162232,1.1354270854,1.2218443689,
0.8377675535,0.3112622525,0.5971194239,1.4314862973,2.8859771954,
1.1714342869,0.8361672334,1.7547509502,0.5513102621,0.399079816,
0.598919784,1.7203440688,0.3840768154,1.6699339868,1.5975195039,
1.5327065413,0.6545309062,2.825965193,0.9849969994,1.6905381076,
2.7125425085,1.2022404481,1.4162832567,0.5585117023,2.7545509102,
0.325265053,1.3330666133,2.9921984397,1.4182836567,2.2930586117,
0.3678735747,0.0476095219,1.9341868374,1.9211842368,2.4826965393,
1.7589517904,0.0408081616,0.5557111422,1.2178435687,1.4624924985,
1.4936987397,0.1888377676,1.6623324665,1.8931786357,2.6333266653,
0.924784957,1.7131426285,2.4862972595,0.2552510502,1.9149829966,
2.6873374675,1.7427485497,2.7473494699,1.6347269454,2.9513902781,
2.0446089218,1.2326465293,1.3856771354,0.1928385677,1.9953990798,
2.274454891,0.6361272254,1.9143828766,0.3700740148,1.4552910582,
1.5729145829,0.1548309662,1.0820164033,0.9417883577,1.7193438688,
0.3348669734,0.0220044009,0.1128225645,1.0366073215,1.2872574515,
2.3662732547,1.1054210842,1.3160632126,0.2540508102,1.7817563513,
2.3392678536,1.2522504501,0.3318663733,1.8851770354,2.50010002,
1.8231646329,0.2544508902,1.6671334267,1.2966593319,0.0768153631,
0.6121224245,0.5657131426,0.0078015603,1.1794358872,2.2732546509,
0.9769953991,1.5587117423,2.7191438288,1.0042008402,2.4382876575,
0.4866973395,0.7081416283,2.3698739748,0.0688137628,1.2452490498,
0.5185037007,0.200840168,1.2422484497,1.2194438888,0.0378075615,
1.9773954791,1.2406481296,0.599519904,1.700740148,0.6409281856,
2.9903980796,0.4288857772,2.2768553711,0.8785757151,0.7309461892,
2.9627925585,0.9637927586,1.2554510902,1.3154630926,1.6629325865,
1.2794558912,0.8229645929,1.4828965793,0.4344868974,0.9895979196,
0.5281056211,1.7631526305,1.8339667934,1.3650730146,0.0060012002,
0.2802560512,0.8829765953,1.8189637928,1.6039207842,0.1776355271,
1.8921784357,1.1954390878,1.5579115823,1.2598519704,2.3914782957,
1.3034606921,1.1194238848,1.1648329666,1.7487497499,2.5655131026,
0.2982596519,0.6621324265,0.6433286657,0.0864172835,1.4720944189,
1.7475495099,0.5021004201,1.6833366673,1.1606321264,1.4852970594,
0.7681536307,1.126225245,2.7791558312,1.1182236447,0.0864172835,
1.4786957391,1.1302260452,1.7475495099,1.0390078016,1.7373474695,
2.8697739548,0.9541908382,1.0310062012,0.0848169634,0.2658531706,
1.9647929586,1.0686137227,0.4782956591,1.8615723145,1.5855171034,
1.350270054,1.2614522905,2.0728145629,0.9021804361,0.3282656531,
0.7357471494,0.0820164033,0.2808561712,1.9187837568,2.4970994199,
2.848769754,1.400680136,2.5067013403,1.924384877,0.7423484697,
1.1702340468,0.2424484897,1.9791958392,1.5587117423,2.6867373475,
2.8475695139,0.7057411482,1.74994999,1.575515103,0.4512902581,
2.8157631526,0.5805161032,0.3570714143,1.9655931186,1.0448089618,
2.1604320864,1.1802360472,2.0212042408,1.6079215843,1.3784756951,
2.324264853,1.1406281256,0.7165433087,0.5673134627,2.7647529506,
0.3792758552,0.0564112823,0.8203640728,1.6863372675,1.0778155631,
0.199239848,1.1026205241,1.0100020004,1.0194038808,1.8951790358,
0.3564712943,1.7887577516,2.1430286057,0.6037207441,1.1726345269,
2.7383476695,1.7099419884,1.6017203441,0.8165633127,2.6591318264,
2.1964392879,1.1522304461,2.5595119024,1.1050210042,0.7045409082,
0.8341668334,1.3530706141,1.3898779756,0.8361672334,1.5669133827,
1.1684336867,1.2378475695,2.3332666533,1.8515703141,0.7303460692,
1.9173834767,1.9815963193,0.6025205041,1.6983396679,2.9939987998,
2.2972594519,0.8661732346,0.1866373275,0.5473094619,0.1272254451,
2.2516503301,0.7097419484,2.5631126225,0.1112222444,0.8071614323,
1.4186837367,1.7791558312,1.3682736547,0.8301660332,0.0642128426,
0.8431686337,0.9385877175,0.4548909782,0.5401080216,1.2980596119,
0.8671734347,0.6765353071,0.8947789558,0.4452890578,0.8839767954,
1.2326465293,0.7689537908,0.4578915783,1.6235247049,1.6659331866,
1.0802160432,1.2702540508,0.9913982797,0.0376075215,0.075615123,
1.875975195,1.6359271854,0.8593718744,0.400880176,2.9273854771,
2.9399879976,1.5451090218,1.2974594919,1.9171834367,2.3200640128,
1.8699739948,0.324064813,1.4228845769,0.5285057011,1.6683336667,
0.8083616723,0.0336067213,0.3018603721,1.8835767153,1.674934987,
2.7671534307,1.9931986397,0.4350870174,1.1846369274,0.3048609722,
0.8047609522,0.7645529106,1.2068413683,1.9119823965,2.4550910182,
0.7219443889,0.6985397079,0.8359671934,0.8089617924,1.849569914,
